28239.50391;3574.412354;0;0;2023-12-12 16:15:26.489243;1;;;;;;;;;f=;65828.57143
28244.78711;3388.91333;1;0;2023-12-12 16:15:26.497833;1;;;;;;;;;wR =;5.622600743
28222.00977;3582.651611;0;0;2023-12-12 16:15:26.497833;1;;;;;;;;;w2L=;1.35939E-05
28218.42969;3381.732666;1;0;2023-12-12 16:15:26.497833;1;;;;;;;;;;
28236.01953;3573.584473;0;0;2023-12-12 16:15:26.497833;1;;;;;;;;;;
28248.63281;3392.338379;1;0;2023-12-12 16:15:26.497833;1;;;;;;;;;;
28214.78516;3593.160889;0;0;2023-12-12 16:15:26.499832;2;;;;;;;;;;
28225.81641;3400.301514;1;0;2023-12-12 16:15:26.500833;2;;;;;;;;;;
28250.68945;3585.477783;0;0;2023-12-12 16:15:26.500833;2;;;;;;;;;;
28247.23047;3410.530029;1;0;2023-12-12 16:15:26.500935;2;;;;;;;;;;
28225.95313;3592.9729;0;0;2023-12-12 16:15:26.500935;2;;;;;;;;;;
28220.65234;3398.242432;1;0;2023-12-12 16:15:26.500935;2;;;;;;;;;;
28246.91016;3589.119873;0;0;2023-12-12 16:15:26.500935;2;;;;;;;;;;
28248.23047;3403.62207;1;0;2023-12-12 16:15:26.500935;2;;;;;;;;;;
28217.97656;3590.358398;0;0;2023-12-12 16:15:26.500935;2;;;;;;;;;;
28220.53906;3386.512695;1;0;2023-12-12 16:15:26.506835;3;;;;;;;;;;
28247.01953;3578.421387;0;0;2023-12-12 16:15:26.506835;3;;;;;;;;;;
28253.3125;3405.444092;1;0;2023-12-12 16:15:26.506835;3;;;;;;;;;;
28218.69922;3594.919189;0;0;2023-12-12 16:15:26.506835;3;;;;;;;;;;
28229.80859;3398.962646;1;0;2023-12-12 16:15:26.506835;3;;;;;;;;;;
28247.01953;3587.67334;0;0;2023-12-12 16:15:26.506835;3;;;;;;;;;;
28252.57031;3393.993164;1;0;2023-12-12 16:15:26.506835;3;;;;;;;;;;
28225.94141;3591.360596;0;0;2023-12-12 16:15:26.508381;3;;;;;;;;;;
28220.96289;3391.377686;1;0;2023-12-12 16:15:26.508381;3;;;;;;;;;;
28247.45508;3584.430664;0;0;2023-12-12 16:15:26.515751;4;;;;;;;;;;
28255.76563;3407.762451;1;0;2023-12-12 16:15:26.515751;4;;;;;;;;;;
